Date, Open, High, Low, Close, Volume,Company
07/07/2023,13.1,13.1,13.1,13.1,1000,EGAD
07/05/2023,12,12,12,12,400,EGAD
07/04/2023,13.1,13.1,13.1,13.1,100,EGAD
07/03/2023,13.1,13.1,13.1,13.1,100,EGAD
06/26/2023,12,12,12,12,200,EGAD
06/23/2023,13,13,13,13,1500,EGAD
06/22/2023,13,13,13,13,200,EGAD
06/21/2023,12.5,12.5,12.5,12.5,200,EGAD
06/20/2023,12,12,12,12,1800,EGAD
06/16/2023,12,12,12,12,100,EGAD
06/15/2023,11,12,11,11.5,200,EGAD
06/14/2023,12,12,11,11.15,600,EGAD
06/13/2023,11.35,11.35,11.35,11.35,1200,EGAD
06/12/2023,11.35,11.35,11.35,11.35,100,EGAD
